Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
Lantern,"101 Montague St Brooklyn, NY 11201-3402",+1 718-237-2594,Asian;Thai;Vegetarian Friendly,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
Pita Grill,"790 9th Ave New York City, NY 10019-5613",+1 212-765-1100,Mediterranean;Greek,11:00 AM,11:00 PM,11:00 AM,11:00 PM,No
Cafe Fledermaus,"1048 5th Ave New York City, NY 10028-0111",+1 212-628-8824,Austrian;Cafe;German,11:00 AM,6:00 PM,11:00 AM,6:00 PM,No
Robataya NY,"231 E 9th St New York City, NY 10003-7536",+1 212-979-9676,Japanese;Asian;Grill,6:00 PM,11:45 PM12:00 PM,6:00 PM,10:45 PM12:00 PM,No
Strip House,"13 E 12th St New York City, NY 10003-4404",+1 212-838-9197,American;Steakhouse;Gluten Free Options,5:00 PM,11:30 PM,5:00 PM,10:00 PM,No
Larb Ubol,"480 9th Ave New York City, NY 10018-5603",+1 212-564-1822,Asian;Thai,11:30 AM,11:30 PM,11:30 AM,10:30 PM,Yes
Trattoria Belvedere,"165 Lexington Ave New York City, NY 10016-0008",+1 212-684-8805,Italian;Gluten Free Options,5:00 PM,11:00 PM,5:00 PM,10:00 PM,Yes
St. James Gate,"441 Amsterdam Ave New York City, NY 10024-5519",+1 212-362-6202,Irish;Bar;Pub,11:00 AM,4:00 AM,NaN,NaN,No
Trading Post,"170 John St New York City, NY 10038-3505",+1 646-370-3337,American;Bar,5:00 PM,2:00 AM,5:00 PM,12:00 AM,No
The Prime Grill,"550 Madison Avenue New York City, NY 10017-1114",+1 212-692-9292,American;Steakhouse;Kosher,NaN,NaN,NaN,NaN,No
Sophie's Cuban Cuisine,"369 Lexington Ave New York City, NY 10017-6506",+1 212-922-3576,Latin;Cuban;Caribbean,NaN,NaN,NaN,NaN,Yes
Nick's,"1814 2nd Ave New York City, NY 10128-5601",+1 212-987-5700,Italian;Pizza;Vegetarian Friendly,11:30 AM,10:00 PM,11:30 AM,10:00 PM,Yes
Left Bank Burger Bar,"194 Newark Ave Jersey City, NJ 07302-2725",+1 201-630-4127,American;Bar;Vegetarian Friendly,11:30 AM,2:00 AM,11:30 AM,10:00 PM,Yes
Taste of Persia NYC,"12 W 18th St New York City, NY 10011-4614",+1 917-592-3467,Middle Eastern;Persian;Halal,12:00 PM,7:00 PM,12:00 PM,7:00 PM,Yes
Ennju,"20 E 17th St New York City, NY 10003-1953",NaN,Japanese;Sushi,12:00 PM,8:00 PM,12:00 PM,8:00 PM,No
Biricchino Northern Italian,"260 W 29th St New York City, NY 10001-5357",+1 212-695-6690,Italian;Gluten Free Options,5:00 PM,11:00 PM,NaN,NaN,No
Graffiti,"224 E 10th St New York City, NY 10003-7749",+1 212-677-0695,Indian;Asian;Vegetarian Friendly,5:30 PM,11:45 PM,5:30 PM,10:30 PM,No
Artichoke Basille's Pizza,"111 Macdougal St New York City, NY 10012-5008",+1 646-278-6100,Italian;Pizza;Fast Food,NaN,NaN,NaN,NaN,Yes
Baccarat Hotel Bar,"28 W 53rd St New York City, NY 10019-6106",+1 212-790-8800,Bar;Gluten Free Options,NaN,NaN,NaN,NaN,No
Da Claudio,"21 Ann St New York City, NY 10038-2405",+1 212-285-2668,Italian;Vegetarian Friendly;Gluten Free Options,5:00 PM,10:30 PM,5:00 PM,10:30 PM,Yes
Dunhill Cafe & Caterers,"109 W 45th St New York City, NY 10036-4071",+1 212-944-8484,American;Cafe;Vegetarian Friendly,6:00 AM,7:45 PM,6:00 AM,7:45 PM,Yes
Central Market,"89 E 42nd St New York City, NY 10017-5503",NaN,American;Sushi,NaN,NaN,NaN,NaN,Yes
Death Ave,"315 10th Ave New York City, NY 10001-1416",+1 212-695-8080,American;Greek;Bar,11:15 AM,11:00 PM,11:15 AM,10:00 PM,No
Teleon Cafe,"264 W 40th St New York City, NY 10018-1512",+1 212-575-3838,American;Cafe;Vegetarian Friendly,7:00 AM,4:00 PM,7:00 AM,4:00 PM,Yes
Pizza Italia,"307 W 17th St New York City, NY 10011-5001",+1 212-514-7770,Italian;Pizza,NaN,NaN,NaN,NaN,Yes
Balzem,"202 Mott St New York City, NY 10012-4544",+1 646-837-7033,Mediterranean;European;Wine Bar,10:00 AM,1:00 AM,10:00 AM,12:00 AM,Yes
Au Bon Pain,"1 State St New York City, NY 10004-1561",NaN,Cafe;Soups;Fast Food,8:00 AM,8:00 PM,8:00 AM,8:00 PM,No
The Heartland Brewery and Rotisserie at the Empire State Building,"350 5th Ave New York City, NY 10118-0110",+1 212-563-3433,American;Bar;Grill,8:00 AM,12:00 AM,8:00 AM,11:00 PM,No
Pampano New York,"209 E 49th St New York City, NY 10017-1501",+1 212-751-4545,Mexican;Latin;Seafood,5:00 PM,10:30 PM,5:00 PM,9:30 PM,No
Fuel Grill & Juice Bar,"683 9th Ave New York City, NY 10036-3683",NaN,Fast Food;Healthy,9:00 AM,9:00 PM,9:00 AM,9:00 PM,No
Le Rivage,"340 W 46th St New York City, NY 10036-3928",+1 212-765-7374,French;European;Vegetarian Friendly,11:30 AM,11:00 PM,11:30 AM,9:30 PM,No
Bocado Wine Bar & Restaurant,"1293 Lexington Ave New York City, NY 10128-1110",+1 212-289-9004,American;Bar;Wine Bar,8:30 AM,11:00 PM,8:30 AM,10:30 PM,Yes
Akwaba,"62 E 116th St New York City, NY 10029-1147",+1 212-426-8967,NaN,NaN,NaN,NaN,NaN,No
Le Singe Vert,"160 7th Ave New York City, NY 10011-1813",+1 212-366-4100,French;European,11:30 AM,12:00 AM,11:30 AM,12:00 AM,No
Famous Famiglia Pizza,"1284 1st Ave New York City, NY 10065-5602",+1 212-288-1616,Italian;Pizza,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
Flatiron Green Cafe,"Flatiron South Plaza 23rd St between 5th & Broadway New York City, NY 10010",+1 917-416-3314,NaN,6:00 AM,11:00 PM,6:00 AM,11:00 PM,No
Poco,"33rd Avenue B @ 3rd Street New York City, NY 10009",+1 646-498-4847,American;Bar;Vegetarian Friendly,12:00 PM,10:30 PM,2:00 PM,8:30 PM,No
Taco Bell,"2 Penn Plz New York City, NY 10121-0101",+1 212-630-0320,Mexican;Fast Food,NaN,NaN,NaN,NaN,Yes
Rosa's Pizza & Pasta,"350 5th Ave New York City, NY 10118-0110",+1 212-239-4700,Italian;Pizza,8:00 PM,12:00 AM,11:00 AM,7:00 PM,No
Madison Bistro,"238 Madison Ave New York City, NY 10016-2816",+1 212-447-1919,French;European;Gluten Free Options,4:30 PM,11:00 PM,4:30 PM,10:30 PM,Yes
Pronto Pizza,"30 W 48th St Ste 1 New York City, NY 10036-1806",+1 212-768-3703,Pizza,10:00 AM,10:00 PM,10:00 AM,9:00 PM,Yes
Oiji,"119 1st Ave New York City, NY 10003-2963",+1 646-767-9050,Asian;Korean;Contemporary,NaN,NaN,NaN,NaN,No
Bella Napoli,"130 Madison Ave New York City, NY 10016-7038",+1 212-683-4510,Italian;Pizza;Vegetarian Friendly,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
Arome Cafe,"5 Dey St New York City, NY 10007-3105",+1 212-786-3336,American;Cafe,7:00 AM,3:00 PM,NaN,NaN,Yes
Hotel Chantelle,"92 Ludlow St New York City, NY 10002-3802",+1 212-254-9100,American;Gluten Free Options,10:30 AM,4:00 AM,10:30 AM,11:00 PM,No
Fat Cat Kitchen,"223 E 14th St New York City, NY 10003-4120",+1 212-235-1994,American;Cafe;Vegetarian Friendly,8:00 AM,8:00 PM,8:00 AM,4:00 PM,Yes
Sant Andrea Cafe,"40 Central Park S New York City, NY 10019-1633",+1 212-369-4000,Italian,NaN,NaN,NaN,NaN,No
Sirio Ristorante,"151 E 58th St New York City, NY 10022-1287",+1 212-940-8195,Italian,5:00 PM,10:00 PM,NaN,NaN,No
Manna's Soul Food Restaurant,"2331 Frederick Douglass Blvd New York City, NY 10027-3627",+1 212-749-9084,American;Vegetarian Friendly,8:00 AM,10:00 PM,10:00 AM,8:00 PM,Yes
Jack's Restaurant & Bar,"147 W 40th St New York City, NY 10018-1902",+1 212-869-8300,American;Bar;Vegetarian Friendly,11:30 AM,12:00 AM,NaN,NaN,Yes
Obao,"38 Water St New York City, NY 10004-2411",+1 212-361-6311,Asian;Vietnamese;Thai,NaN,NaN,11:30 AM,8:30 PM,Yes
Best of New York Food,"150 Water St New York City, NY 10005-1606",+1 212-952-1890,NaN,6:00 AM,12:00 AM,6:00 AM,12:00 AM,No
Untamed Sandwiches,"43 W 39th St New York City, NY 10018-3881",+1 646-669-9397,American;Delicatessen;Contemporary,11:00 AM,5:00 PM,11:00 AM,5:00 PM,Yes
Las Palmas Deli Restaurant,"3891 Broadway New York City, NY 10032-1506",+1 917-521-0349,Mexican;Latin;Spanish,8:00 AM,12:00 AM,8:00 AM,12:00 AM,No
Tartinery,"209 Mulberry St New York City, NY 10012-4565",+1 212-300-5838,French;European;Vegetarian Friendly,12:00 PM,12:00 AM,12:00 PM,12:00 AM,No
Bowery Meat,"9 E 1st St New York City, NY 10003-8901",+1 212-460-5255,American;Steakhouse;Gluten Free Options,5:00 PM,11:30 PM,5:00 PM,10:00 PM,No
Burrito Box,"885 9th Ave New York City, NY 10019-1700",+1 212-489-6889,Mexican;Fast Food;Vegetarian Friendly,11:00 AM,11:30 PM,11:00 AM,11:00 PM,Yes
Balade - Your Way,"144 W 37th St New York City, NY 10018-6910",+1 212-695-6969,Mediterranean;Middle Eastern;Lebanese,NaN,NaN,NaN,NaN,Yes
The Green Bean Cafe,"1413 York Ave New York City, NY 10021-3147",+1 212-861-1539,Vegan Options,9:00 AM,9:00 PM,9:00 AM,9:00 PM,No
Shake Shack,"600 3rd Ave New York City, NY 10016-1901",+1 646-668-4880,American;Fast Food,10:30 AM,11:00 PM,10:30 AM,11:00 PM,Yes
Hatsuhana Restaurant,"17 E 48th St Ste 1 New York City, NY 10017-1010",+1 212-355-3345,Japanese;Sushi;Asian,5:00 PM,10:00 PM,NaN,NaN,Yes
Paola's Restaurant,"Madison Avenue New York City, NY 10128",+1 212-794-1890,Italian;Vegetarian Friendly;Gluten Free Options,11:00 AM,4:00 PM5:00 PM,11:00 AM,4:00 PM5:00 PM,Yes
The Brindle Room,"277 E 10th St New York City, NY 10009-4825",+1 212-529-9702,American,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
Adrienne's Pizzabar,"54 Stone St New York City, NY 10004-2617",+1 212-248-3838,Italian;Pizza;Vegetarian Friendly,11:30 AM,12:00 AM,11:30 AM,10:00 PM,Yes
Grotta Azzurra Restaurant,"177 Mulberry St New York City, NY 10013-3741",+1 212-925-8775,Italian;Vegetarian Friendly,8:30 AM,12:00 AM,NaN,NaN,Yes
Pastrami Queen,"1125 Lexington Ave New York City, NY 10075-0429",+1 212-734-0635,American;Delicatessen;Kosher,11:00 AM,9:00 PM,11:00 AM,9:00 PM,Yes
ROSSOPOMODORO West Village,"118 Greenwich Ave New York City, NY 10011-7704",+1 212-242-2310,Italian;Pizza;Vegetarian Friendly,12:00 PM,12:00 AM,12:00 PM,10:00 PM,Yes
Domino's Pizza,"181 Church St New York City, NY 10007-1829",+1 212-566-8888,Pizza,10:00 AM,3:00 AM,10:00 AM,2:00 AM,No
Green Cafe,"21 W 58th St New York City, NY 10019-1604",+1 212-753-8833,American,8:00 AM,8:00 PM,8:00 AM,8:00 PM,Yes
Tout Va Bien,"311 W 51st St New York City, NY 10019-6408",+1 212-265-0190,French;European,12:00 PM,12:00 AM,12:00 PM,10:00 PM,No
Jack The Horse Tavern,"66 Hicks St Brooklyn, NY 11201-1355",NaN,American;Gluten Free Options;Vegetarian Friendly,5:30 PM,10:30 PM,11:00 AM,9:00 PM,No
Bryant Park Cafe,"476 5th Ave New York City, NY 10018-2788",+1 212-944-8215,American;Cafe;Vegetarian Friendly,7:00 AM,10:00 PM,7:00 AM,10:00 PM,No
Lucy's Cantina Royale,"1 Penn Plz New York City, NY 10119-0002",+1 212-643-1267,Mexican;Bar,11:30 AM,1:00 AM,11:30 AM,12:00 AM,No
Frankies Spuntino 457,"457 Court St Brooklyn, NY 11231-4010",+1 718-403-0033,Italian;Vegetarian Friendly;Gluten Free Options,11:00 AM,12:00 AM,11:00 AM,11:00 PM,No
Ponty Bistro Harlem,"144 W 139th St New York City, NY 10030-2201",+1 212-234-6474,French;African;Vegetarian Friendly,9:00 AM,11:00 PM,9:00 AM,11:00 PM,Yes
Jimmy's Corner,"140 W 44th St New York City, NY 10036-4046",+1 212-221-9510,Pub,12:30 PM,4:00 AM,3:00 PM,4:00 AM,No
Chipotle Mexican Grill,"864 Broadway New York City, NY 10003-1200",+1 212-253-7860,Mexican,11:00 AM,10:00 PM,11:00 AM,10:00 PM,No
Famous Original Ray's Pizza,"831 7th Ave New York City, NY 10019-6001",+1 212-956-7297,Italian;Pizza;Fast Food,9:00 AM,4:00 AM,9:00 AM,4:00 AM,Yes
Carnegie John's,"56 & 7th Street New York City, NY 10011",NaN,American,NaN,NaN,NaN,NaN,No
N.Y. Dosas,"50 Washington Sq S New York City, NY 10012-1018",+1 917-710-2092,Indian;Fast Food;Vegetarian Friendly,11:00 AM,4:00 PM,NaN,NaN,Yes
Turkish Cuisine,"631 9th Ave New York City, NY 10036-3715",+1 212-397-9650,Mediterranean;Turkish;Middle Eastern,11:30 AM,12:00 PM,11:30 AM,12:00 PM,Yes
El Castillo De Jagua 2,"521 Grand St New York City, NY 10002-4171",+1 212-995-0244,Spanish,7:00 AM,11:00 PM,7:00 AM,11:00 PM,No
Burger Heaven,"804 Lexington Ave New York City, NY 10065-7304",+1 212-838-3580,American;Diner,7:30 AM,10:00 PM,8:00 AM,8:30 PM,Yes
Wild Ginger,"226 E 51st St New York City, NY 10022-6549",+1 212-829-8000,Chinese;Sushi;Asian,5:30 PM,10:30 PM,5:30 PM,10:30 PM,Yes
Solo Pizza NYC,"27 Avenue B New York City, NY 10009-7438",+1 212-420-7656,Italian;Pizza,11:00 AM,4:00 AM,11:00 AM,12:00 AM,No
The Hummus & Pita Co.,"585 Avenue of the Americas New York City, NY 10011-2004",+1 212-510-7405,Mediterranean;Middle Eastern;Fast Food,11:00 AM,10:00 PM,11:00 AM,9:00 PM,Yes
Wolfgang's Steakhouse--Midtown 54th Street,"200 E 54th St New York City, NY 10022-4833",+1 212-588-9653,American;Steakhouse;Gluten Free Options,NaN,NaN,NaN,NaN,No
Chelsea Grill,"675 9th Ave New York City, NY 10036-3620",+1 212-974-9002,American;Bar,11:30 AM,4:00 AM,11:30 AM,4:00 AM,No
Teresa's Restaurant,"80 Montague St Brooklyn, NY 11201-3300",+1 718-797-3996,Polish;European;Eastern European,7:00 AM,11:00 PM,7:00 AM,11:00 PM,Yes
Malatesta Trattoria,"649 Washington St New York City, NY 10014-2865",+1 212-741-1207,Italian;Vegetarian Friendly;Vegan Options,5:30 PM,11:30 PM,NaN,NaN,No
Cafe Loup,"105 W 13th St New York City, NY 10011-7851",+1 212-255-4746,French;Bar,5:30 PM,12:00 AM,12:00 PM,11:30 PM,No
Famiglia Pizzeria,"1630 Broadway New York City, NY 10019-7408",+1 212-333-4646,Italian;Pizza,10:00 AM,3:00 AM,10:00 AM,12:00 AM,Yes
Otto's Tacos,"705 9th Ave New York City, NY 10019-7929",+1 646-918-7681,Mexican;Latin;Fast Food,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
Sticky's Finger Joint,"598 9th Ave New York City, NY 10036-3729",+1 646-922-8067,Fast Food,11:00 AM,2:00 AM,11:00 AM,12:00 AM,No
Sweetgreen,"1164 Broadway New York City, NY 10001-7512",+1 646-449-8884,American;Fast Food;Healthy,10:30 AM,10:00 PM,10:30 AM,10:00 PM,Yes
The Uncommons,"230 Thompson St New York City, NY 10012-1370",+1 646-543-9215,Cafe,8:30 AM,1:00 AM,8:30 AM,11:00 PM,No
GO GO CURRY-Washington Square Park Stadium,"231 Thompson St New York City, NY 10012-1369",+1 212-505-2555,Indian,10:55 AM,9:55 PM,10:55 AM,9:55 PM,Yes
Panca,"92 7th Ave S New York City, NY 10014-3401",+1 212-488-3900,Peruvian;Latin,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
Vezzo,"178 Lexington Ave New York City, NY 10016-7304",+1 212-839-8300,Italian;Pizza;Vegetarian Friendly,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
Famous Amadeus Pizza,"840 8th Ave New York City, NY 10019-6647",+1 212-489-6187,Italian;Pizza;Fast Food,9:00 AM,4:00 AM,9:00 AM,3:00 AM,Yes
Cask Bar + Kitchen,"167 E 33rd St New York City, NY 10016-4641",+1 212-300-4924,American;Bar;International,11:30 AM,4:00 AM,11:30 AM,4:00 AM,No
Burke & Wills,"226 W 79th St New York City, NY 10024-6250",+1 646-823-9251,Bar;Australian,11:00 AM,2:00 AM,12:00 PM,2:00 AM,No
Citarella,"1313 3rd Ave New York City, NY 10021-2934",+1 212-874-0383,NaN,7:00 AM,11:00 PM,9:00 AM,9:00 PM,Yes
Le Botaniste,"833 Lexington Ave New York City, NY 10065-7416",+1 917-262-0766,Healthy;Vegetarian Friendly;Vegan Options,NaN,NaN,NaN,NaN,Yes
Moti Mahal Delux,"1149 1st Ave New York City, NY 10065-7779",+1 212-371-3535,Indian;Asian;Vegetarian Friendly,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
Indochine,"430 Lafayette St New York City, NY 10003-6916",+1 212-505-5111,Asian;Vietnamese;Vegetarian Friendly,5:30 PM,12:00 AM,5:30 PM,11:30 PM,No
Sandro's,"306 E 81st St New York City, NY 10028-3984",+1 212-288-7374,Italian,5:00 PM,11:00 PM,4:30 PM,10:00 PM,Yes
Black Iron Burger,"540 E 5th St New York City, NY 10009-6529",+1 212-677-6067,American;Bar,12:00 PM,11:30 PM,12:00 PM,10:00 PM,Yes
Radegast Hall & Biergarten,"113 N 3rd St Brooklyn, NY 11249-3923",+1 718-963-3973,German;Bar;Brew Pub,11:00 AM,3:00 AM,11:00 AM,2:00 AM,Yes
Red Lobster,"5 Times Square New York City, NY 10036-6527",+1 212-730-6706,Seafood;Gluten Free Options,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
Lite Delights,"51 E Houston St New York City, NY 10012-2729",+1 212-966-4471,Healthy,NaN,NaN,10:00 AM,8:00 PM,Yes
Hakata Ippudo NY,"65 4th Ave New York City, NY 10003-5220",+1 212-388-0088,Japanese;Asian;Soups,11:00 AM,12:30 AM,11:00 AM,10:30 PM,No
The Smith,"1150 Broadway New York City, NY 10001-7692",+1 212-685-4500,American;Bar;Vegetarian Friendly,NaN,NaN,NaN,NaN,No
Chipotle Mexican Grill,"680 Avenue of the Americas New York City, NY 10010-5110",+1 212-206-3781,Mexican,11:00 AM,10:00 PM,11:00 AM,10:00 PM,No
Yopparai Sake Bar & Restaurant,"151 Rivington St New York City, NY 10002-2433",+1 212-777-7253,Japanese;Asian,6:00 PM,12:00 AM,NaN,NaN,No
Trattoria Dante Caffe Dante,"79-81 Macdougal St New York City, NY 10012-2514",+1 212-673-7540,Cafe;Italian,10:00 AM,1:00 AM,10:00 AM,1:00 AM,Yes
Numero 28 Pizzeria,"28 Carmine St New York City, NY 10014-4437",+1 212-463-9653,Italian;Pizza;Vegetarian Friendly,11:00 AM,12:00 AM,11:30 AM,11:00 PM,Yes
Manhattan Diner,"2532 Broadway New York City, NY 10025-6957",+1 212-932-0068,American;Diner;Vegetarian Friendly,6:00 AM,1:00 AM,6:00 AM,1:00 AM,Yes
Semsom Eatery,"120 E 41st St New York City, NY 10017-6503",+1 212-661-0011,Lebanese;Mediterranean;Healthy,NaN,NaN,NaN,NaN,No
The Taco Shop,"166 W 4th St New York City, NY 10014-3804",+1 212-675-1955,Mexican;Latin;Spanish,11:30 AM,12:00 AM,11:30 AM,12:00 AM,Yes
indikitch,"25 W 23rd St New York City, NY 10010",+1 646-590-7152,Indian;Vegetarian Friendly;Vegan Options,11:30 AM,9:00 PM,11:30 AM,9:00 PM,Yes
Tree Bistro,"190 1st Ave New York City, NY 10009-4004",+1 212-358-7171,French;European;Vegetarian Friendly,5:00 PM,12:00 AM,NaN,NaN,Yes
Landmarc,"179 W Broadway New York City, NY 10013-2921",+1 212-343-3883,American;French;Gluten Free Options,11:00 AM,11:30 PM,11:00 AM,11:30 PM,No
Brasserie Ruhlmann,"45 Rockefeller Plz New York City, NY 10111-0100",+1 212-974-2020,French;Vegetarian Friendly;Gluten Free Options,11:30 AM,10:00 PM,NaN,NaN,Yes
54 Below,"254 W 54th St New York City, NY 10019-5516",+1 646-476-3551,Vegetarian Friendly;Gluten Free Options,5:30 PM,12:00 AM,5:30 PM,12:00 AM,No
Bond 45 Italian Kitchen & Bar,"221 West 46th Street New York City, NY 10036-1409",+1 212-869-4545,Italian;Vegetarian Friendly;Vegan Options,11:30 AM,12:00 AM,11:30 AM,12:00 AM,Yes
Black Tap Craft Burgers & Beer,"248 W 14th St New York City, NY 10011-7243",+1 212-675-7236,American;Bar;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
Flora Bar,"945 Madison Ave New York City, NY 10021-2764",+1 646-558-5383,American;Vegetarian Friendly;Gluten Free Options,NaN,NaN,NaN,NaN,No
Midnight Express,"1715 2nd Ave New York City, NY 10128-3276",+1 212-860-2320,American;Diner,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Berimbau,"43 Carmine St New York City, NY 10014-4435",+1 212-242-2606,Brazilian;Latin;South American,11:30 AM,12:00 AM,11:30 AM,12:00 AM,Yes
UO Cafe,"1333 Broadway New York City, NY 10018-7204",+1 212-239-1673,NaN,NaN,NaN,NaN,NaN,No
Tenzan,"988 2nd Ave New York City, NY 10022-6338",+1 212-980-5900,Japanese;Sushi;Asian,11:00 AM,1:00 AM,11:00 AM,11:00 PM,Yes
Tabata Noodle,"540 9th Ave New York City, NY 10018-1302",+1 212-290-7691,Japanese;Asian;Soups,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
Fitzgerald's Pub,"336 3rd Ave New York City, NY 10010-3704",+1 212-679-6931,Bar;Pub;American,11:00 AM,4:00 AM,11:00 AM,4:00 AM,Yes
Sushirrito,"12 W 23rd St New York City, NY 10010-5206",+1 646-776-3377,Japanese;Sushi;Asian,11:00 AM,8:00 PM,11:00 AM,8:00 PM,Yes
Westville Hudson,"333 Hudson St New York City, NY 10013-1006",+1 212-776-1404,American;Vegetarian Friendly;Vegan Options,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
Chez Josephine,"414 W 42nd St New York City, NY 10036-6806",+1 212-594-1925,French;European;International,12:00 PM,3:00 PM4:00 PM,12:00 PM,3:00 PM4:00 PM,No
Don Giovanni,"214 10th Ave New York City, NY 10011-4711",+1 212-242-9054,Italian;Pizza,11:30 AM,1:00 AM,11:30 AM,12:00 AM,Yes
Bareburger,"85 2nd Ave New York City, NY 10003-8697",+1 212-510-8610,American;Vegetarian Friendly;Gluten Free Options,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
Lunetta,"1162 1st Ave New York City, NY 10065-7881",+1 212-758-8100,Italian;Pizza,10:00 AM,4:00 AM,10:00 AM,2:00 AM,Yes
W53rd Gourmet Deli,"W53rd 6-7 avenida New York City, NY",+1 212-974-3984,American,NaN,NaN,NaN,NaN,Yes
O'Reilly's Pub & Restaurant,"54 W 31st St New York City, NY 10001-3410",+1 212-684-4244,Irish;Bar;Pub,11:00 AM,11:30 PM,11:00 AM,11:30 PM,No
Hudson View Restaurant,"770 W 181st St New York City, NY 10033-4728",+1 212-781-0303,Diner,7:00 AM,12:00 AM,7:00 AM,12:00 AM,No
Rothmann's Steakhouse - NYC,"3 E 54th St New York City, NY 10022-3108",+1 212-319-5500,American;Steakhouse,4:00 PM,11:00 PM,2:00 PM,9:00 PM,No
Momoya,"427 Amsterdam Ave New York City, NY 10024-5813",+1 212-580-0007,Japanese;Sushi;Asian,12:00 PM,11:30 PM,12:00 PM,11:00 PM,Yes
Oxford Cafe,"591 Lexington Ave New York City, NY 10022-6101",+1 212-826-0302,American;Cafe;Pizza,6:00 AM,12:00 AM,6:00 AM,12:00 AM,Yes
City Lobster & Steakhouse,"121 West 49th Street New York City, NY 10020",+1 212-354-1717,American;Seafood;Soups,11:30 AM,12:00 AM,11:30 AM,10:00 PM,No
Gloo NYC,"78 Carmine St New York City, NY 10014-4308",+1 646-869-4161,French;European;Wine Bar,11:30 AM,1:00 AM,11:30 AM,12:00 AM,Yes
Panera Bread,"330 7th Ave New York City, NY 10001-5010",+1 646-473-0204,Fast Food;American,6:00 AM,10:00 PM,7:00 AM,10:00 PM,Yes
The Harold,"1271 Broadway New York City, NY 10001-3508",+1 212-686-1888,American;Vegetarian Friendly;Vegan Options,8:00 AM,12:00 AM,8:00 AM,11:00 PM,No
Chez Napoleon,"365 W 50th St New York City, NY 10019-6605",+1 212-265-6980,French;European,NaN,NaN,NaN,NaN,No
Big New York Fried Chicken & Pizza,"40-35 21 Street New York City, NY",+1 718-932-8855,Pizza;Fast Food,NaN,NaN,NaN,NaN,No
Calexico,"1491 2nd Ave New York City, NY 10075-2135",NaN,Mexican;Spanish,NaN,NaN,NaN,NaN,Yes
New Ashiya Japanese Restaurant,"167 1st Ave New York City, NY 10003-0309",+1 212-505-3348,Japanese,12:00 PM,1:30 AM,12:00 PM,1:30 AM,No
Glass House Tavern,"252 W 47th St New York City, NY 10036-1415",+1 212-730-4800,American;Bar;Vegetarian Friendly,11:00 AM,3:00 AM,11:00 AM,2:00 AM,Yes
Diso's Italian Sandwich Society,"Mobile Food Truck New York City, NY 10017",+1 917-756-4145,Italian,NaN,NaN,NaN,NaN,Yes
Saigon Market,"91 University Pl New York City, NY 10003-4505",+1 212-982-3691,Asian;Vietnamese,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
Crompton Ale House,"159WEST W 26th St New York City, NY 10001-6819",+1 212-658-0089,American;Bar;Pub,11:00 AM,2:00 AM,11:00 AM,2:00 AM,Yes
Luke's Lobster- Brooklyn Bridge Park,"11 Water St Brooklyn, NY 11201-1332",+1 917-882-7516,American;Seafood;Fast Food,11:00 AM,10:00 PM,12:00 PM,7:00 PM,Yes
Sunrise Mart,"12 E 41st St New York City, NY 10017-6221",+1 646-380-9280,Japanese;Asian;Fast Food,11:00 AM,8:00 PM,11:00 AM,8:00 PM,Yes
